AQI,Concentration,Date,Health,Location,count
8,2,3/14/18,Good,La Grande,24
,,3/14/18,,Medford,0
16,3.7,3/14/18,Good,Portland,24
14,3.4,3/13/18,Good,Bend,24
12,2.9,3/13/18,Good,La Grande,24
,,3/13/18,,Medford,14
13,3.2,3/13/18,Good,Portland,24
24,5.9,3/12/18,Good,Bend,24
21,5.1,3/12/18,Good,La Grande,24
29,7,3/12/18,Good,Medford,24
10,2.5,3/12/18,Good,Portland,22
19,4.6,3/11/18,Good,Bend,24
31,7.4,3/11/18,Good,La Grande,24
44,10.6,3/11/18,Good,Medford,24
11,2.7,3/11/18,Good,Portland,24
14,3.3,3/10/18,Good,Bend,24
28,6.7,3/10/18,Good,La Grande,24
37,8.9,3/10/18,Good,Medford,24
21,5.1,3/10/18,Good,Portland,24
11,2.6,3/9/18,Good,Bend,24
11,2.8,3/9/18,Good,La Grande,24
22,5.2,3/9/18,Good,Medford,24
24,5.8,3/9/18,Good,Portland,24
7,1.7,3/8/18,Good,Bend,24
17,4.2,3/8/18,Good,La Grande,24
8,1.9,3/8/18,Good,Medford,24
10,2.5,3/8/18,Good,Portland,24
,,3/7/18,,Bend,9
15,3.7,3/7/18,Good,La Grande,24
42,10.1,3/7/18,Good,Medford,23
15,3.6,3/7/18,Good,Portland,24
,,3/6/18,,Bend,15
28,6.8,3/6/18,Good,La Grande,24
59,15.7,3/6/18,Moderate,Medford,24
30,7.3,3/6/18,Good,Portland,24
13,3.1,3/5/18,Good,Bend,24
22,5.3,3/5/18,Good,La Grande,24
53,13.2,3/5/18,Moderate,Medford,24
22,5.3,3/5/18,Good,Portland,24
10,2.5,3/4/18,Good,Bend,24
24,5.7,3/4/18,Good,La Grande,24
52,12.5,3/4/18,Moderate,Medford,24
52,12.7,3/4/18,Moderate,Portland,24
16,4,3/3/18,Good,Bend,24
29,7,3/3/18,Good,La Grande,24
16,3.9,3/3/18,Good,Medford,24
25,6.1,3/3/18,Good,Portland,24
9,2.1,3/2/18,Good,Bend,24
12,2.9,3/2/18,Good,La Grande,24
21,5.1,3/2/18,Good,Medford,24
10,2.4,3/2/18,Good,Portland,24
10,2.3,3/1/18,Good,Bend,24
12,2.9,3/1/18,Good,La Grande,24
10,2.5,3/1/18,Good,Medford,24
11,2.7,3/1/18,Good,Portland,24
9,2.2,2/28/18,Good,Bend,24
31,7.5,2/28/18,Good,La Grande,24
31,7.4,2/28/18,Good,Medford,24
10,2.3,2/28/18,Good,Portland,24
19,4.5,2/27/18,Good,Bend,24
33,7.9,2/27/18,Good,La Grande,24
41,9.9,2/27/18,Good,Medford,24
19,4.5,2/27/18,Good,Portland,24
16,3.7,2/26/18,Good,Bend,24
15,3.6,2/26/18,Good,La Grande,24
25,6.1,2/26/18,Good,Medford,24
43,10.4,2/26/18,Good,Portland,23
7,1.7,2/25/18,Good,Bend,24
15,3.5,2/25/18,Good,La Grande,24
36,8.6,2/25/18,Good,Medford,24
14,3.4,2/25/18,Good,Portland,24
9,2.2,2/24/18,Good,Bend,24
16,3.9,2/24/18,Good,La Grande,24
31,7.3,2/24/18,Good,Medford,24
13,3.1,2/24/18,Good,Portland,24
22,5.3,2/23/18,Good,Bend,24
21,5.1,2/23/18,Good,La Grande,24
29,7,2/23/18,Good,Medford,24
30,7.1,2/23/18,Good,Portland,24
15,3.6,2/22/18,Good,Bend,24
18,4.3,2/22/18,Good,La Grande,24
18,4.3,2/22/18,Good,Medford,24
24,5.9,2/22/18,Good,Portland,24
,,2/21/18,,Bend,13
24,5.7,2/21/18,Good,La Grande,24
30,7.3,2/21/18,Good,Medford,23
32,7.6,2/21/18,Good,Portland,24
,,2/20/18,,Bend,13
21,5.1,2/20/18,Good,La Grande,24
42,10.2,2/20/18,Good,Medford,24
46,11,2/20/18,Good,Portland,22
16,3.9,2/19/18,Good,Bend,24
15,3.5,2/19/18,Good,La Grande,24
34,8.1,2/19/18,Good,Medford,24
34,8.1,2/19/18,Good,Portland,24
7,1.8,2/18/18,Good,Bend,24
18,4.3,2/18/18,Good,La Grande,24
13,3.1,2/18/18,Good,Medford,24
12,3,2/18/18,Good,Portland,24
7,1.8,2/17/18,Good,Bend,24
14,3.5,2/17/18,Good,La Grande,24
25,5.9,2/17/18,Good,Medford,24
7,1.8,2/17/18,Good,Portland,24
11,2.7,2/16/18,Good,Bend,24
17,4.1,2/16/18,Good,La Grande,24
41,9.9,2/16/18,Good,Medford,24
17,4,2/16/18,Good,Portland,24
31,7.5,2/15/18,Good,Bend,24
22,5.2,2/15/18,Good,La Grande,24
34,8.1,2/15/18,Good,Medford,24
25,6,2/15/18,Good,Portland,24
17,4,2/14/18,Good,Bend,24
17,4,2/14/18,Good,La Grande,24
44,10.6,2/14/18,Good,Medford,23
28,6.8,2/14/18,Good,Portland,24
19,4.6,2/13/18,Good,Bend,24
30,7.1,2/13/18,Good,La Grande,24
44,10.5,2/13/18,Good,Medford,24
32,7.7,2/13/18,Good,Portland,24
18,4.4,2/12/18,Good,Bend,24
19,4.6,2/12/18,Good,La Grande,24
30,7.1,2/12/18,Good,Medford,24
20,4.9,2/12/18,Good,Portland,24
16,3.9,2/11/18,Good,Bend,24
30,7.2,2/11/18,Good,La Grande,24
53,13.3,2/11/18,Moderate,Medford,24
55,14.2,2/11/18,Moderate,Portland,24
30,7.2,2/10/18,Good,Bend,24
24,5.8,2/10/18,Good,La Grande,24
52,12.4,2/10/18,Moderate,Medford,24
38,9,2/10/18,Good,Portland,24
13,3.2,2/9/18,Good,Bend,24
10,2.3,2/9/18,Good,La Grande,24
57,15,2/9/18,Moderate,Medford,24
13,3.2,2/9/18,Good,Portland,24
13,3.2,2/8/18,Good,Bend,24
19,4.6,2/8/18,Good,La Grande,24
54,13.6,2/8/18,Moderate,Medford,24
59,16.1,2/8/18,Moderate,Portland,24
29,6.8,2/7/18,Good,Bend,24
25,6.1,2/7/18,Good,La Grande,24
44,10.6,2/7/18,Good,Medford,24
57,14.9,2/7/18,Moderate,Portland,23
21,5.1,2/6/18,Good,Bend,24
15,3.6,2/6/18,Good,La Grande,24
36,8.6,2/6/18,Good,Medford,24
31,7.5,2/6/18,Good,Portland,24
18,4.2,2/5/18,Good,Bend,24
11,2.6,2/5/18,Good,La Grande,24
41,9.8,2/5/18,Good,Medford,24
16,3.9,2/5/18,Good,Portland,24
14,3.4,2/4/18,Good,Bend,24
11,2.6,2/4/18,Good,La Grande,24
54,13.3,2/4/18,Moderate,Medford,24
11,2.7,2/4/18,Good,Portland,24
15,3.7,2/3/18,Good,Bend,24
18,4.2,2/3/18,Good,La Grande,24
43,10.3,2/3/18,Good,Medford,24
11,2.6,2/3/18,Good,Portland,24
10,2.4,2/2/18,Good,Bend,24
25,6,2/2/18,Good,La Grande,24
42,10.2,2/2/18,Good,Medford,24
10,2.4,2/2/18,Good,Portland,24
34,8.3,2/1/18,Good,Bend,24
29,6.9,2/1/18,Good,La Grande,24
55,13.8,2/1/18,Moderate,Medford,24
34,8.2,2/1/18,Good,Portland,24
45,10.7,1/31/18,Good,Bend,24
25,5.9,1/31/18,Good,La Grande,24
50,11.9,1/31/18,Good,Medford,24
26,6.3,1/31/18,Good,Portland,24
10,2.3,1/30/18,Good,Bend,24
23,5.6,1/30/18,Good,La Grande,24
35,8.3,1/30/18,Good,Medford,24
14,3.2,1/30/18,Good,Portland,24
10,2.4,1/29/18,Good,Bend,24
12,2.8,1/29/18,Good,La Grande,24
55,14.2,1/29/18,Moderate,Medford,24
18,4.4,1/29/18,Good,Portland,24
10,2.5,1/28/18,Good,Bend,24
19,4.5,1/28/18,Good,La Grande,24
49,11.7,1/28/18,Good,Medford,24
17,4.1,1/28/18,Good,Portland,24
7,1.8,1/27/18,Good,Bend,24
13,3,1/27/18,Good,La Grande,24
16,3.8,1/27/18,Good,Medford,24
19,4.5,1/27/18,Good,Portland,24
8,2,1/26/18,Good,Bend,24
26,6.2,1/26/18,Good,La Grande,24
36,8.6,1/26/18,Good,Medford,24
9,2.3,1/26/18,Good,Portland,24
7,1.7,1/25/18,Good,Bend,24
25,6,1/25/18,Good,La Grande,24
24,5.7,1/25/18,Good,Medford,24
9,2.3,1/25/18,Good,Portland,23
9,2.2,1/24/18,Good,Bend,24
13,3.1,1/24/18,Good,La Grande,24
22,5.4,1/24/18,Good,Medford,23
9,2.2,1/24/18,Good,Portland,24
17,4,1/23/18,Good,Bend,24
23,5.4,1/23/18,Good,La Grande,24
45,10.7,1/23/18,Good,Medford,24
18,4.2,1/23/18,Good,Portland,24
14,3.3,1/22/18,Good,Bend,24
25,6,1/22/18,Good,La Grande,24
43,10.3,1/22/18,Good,Medford,24
27,6.4,1/22/18,Good,Portland,24
12,2.8,1/21/18,Good,Bend,24
34,8.1,1/21/18,Good,La Grande,24
31,7.4,1/21/18,Good,Medford,24
15,3.6,1/21/18,Good,Portland,24
25,6,1/20/18,Good,Bend,24
43,10.2,1/20/18,Good,La Grande,24
47,11.3,1/20/18,Good,Medford,24
16,4,1/20/18,Good,Portland,24
29,7.1,1/19/18,Good,Bend,24
25,5.9,1/19/18,Good,La Grande,24
33,7.9,1/19/18,Good,Medford,24
10,2.4,1/19/18,Good,Portland,24
18,4.3,1/18/18,Good,Bend,24
19,4.7,1/18/18,Good,La Grande,24
14,3.3,1/18/18,Good,Medford,24
14,3.4,1/18/18,Good,Portland,23
18,4.2,1/17/18,Good,Bend,24
18,4.2,1/17/18,Good,La Grande,21
38,9.1,1/17/18,Good,Medford,24
20,4.7,1/17/18,Good,Portland,23
39,9.3,1/16/18,Good,Bend,24
20,4.7,1/16/18,Good,La Grande,24
46,11.1,1/16/18,Good,Medford,24
17,4,1/16/18,Good,Portland,24
37,8.9,1/15/18,Good,Bend,24
22,5.3,1/15/18,Good,La Grande,24
55,14.1,1/15/18,Moderate,Medford,24
9,2.1,1/15/18,Good,Portland,24
32,7.8,1/14/18,Good,Bend,24
32,7.7,1/14/18,Good,La Grande,24
80,25.8,1/14/18,Moderate,Medford,24
13,3.2,1/14/18,Good,Portland,24
29,7.1,1/13/18,Good,Bend,24
41,9.9,1/13/18,Good,La Grande,24
66,19.4,1/13/18,Moderate,Medford,24
37,8.9,1/13/18,Good,Portland,24
14,3.5,1/12/18,Good,Bend,24
32,7.6,1/12/18,Good,La Grande,24
51,12.2,1/12/18,Moderate,Medford,24
23,5.6,1/12/18,Good,Portland,24
8,1.9,1/11/18,Good,Bend,24
26,6.3,1/11/18,Good,La Grande,24
55,14.2,1/11/18,Moderate,Medford,24
9,2.1,1/11/18,Good,Portland,24
10,2.5,1/10/18,Good,Bend,24
29,6.9,1/10/18,Good,La Grande,24
43,10.4,1/10/18,Good,Medford,24
20,4.9,1/10/18,Good,Portland,24
13,3.2,1/9/18,Good,Bend,24
14,3.3,1/9/18,Good,La Grande,24
55,14.2,1/9/18,Moderate,Medford,24
24,5.7,1/9/18,Good,Portland,24
32,7.6,1/8/18,Good,Bend,24
20,4.9,1/8/18,Good,La Grande,24
54,13.5,1/8/18,Moderate,Medford,24
38,9.2,1/8/18,Good,Portland,24
43,10.4,1/7/18,Good,Bend,24
32,7.7,1/7/18,Good,La Grande,24
67,19.9,1/7/18,Moderate,Medford,24
66,19.1,1/7/18,Moderate,Portland,24
31,7.5,1/6/18,Good,Bend,24
39,9.3,1/6/18,Good,La Grande,24
56,14.6,1/6/18,Moderate,Medford,24
44,10.5,1/6/18,Good,Portland,24
62,17.5,1/5/18,Moderate,Bend,24
26,6.3,1/5/18,Good,La Grande,24
42,10.2,1/5/18,Good,Medford,24
30,7.1,1/5/18,Good,Portland,24
54,13.6,1/4/18,Moderate,Bend,24
30,7.2,1/4/18,Good,La Grande,24
58,15.2,1/4/18,Moderate,Medford,24
29,6.9,1/4/18,Good,Portland,24
48,11.6,1/3/18,Good,Bend,24
57,14.9,1/3/18,Moderate,La Grande,24
87,29.4,1/3/18,Moderate,Medford,23
19,4.6,1/3/18,Good,Portland,24
29,6.9,1/2/18,Good,Bend,24
42,10,1/2/18,Good,La Grande,24
57,14.8,1/2/18,Moderate,Medford,24
15,3.7,1/2/18,Good,Portland,24
44,10.6,1/1/18,Good,Bend,24
48,11.5,1/1/18,Good,La Grande,24
74,23.1,1/1/18,Moderate,Medford,24
30,7.3,1/1/18,Good,Portland,24
202.7967033,152.2166667,9/6/17,Very Unhealthy,Bend,
165.944313,84.40416667,9/6/17,Unhealthy,La Grande,
315.3578944,268.4086957,9/6/17,Hazardous,Medford,
141.10199,51.85,9/6/17,USG,Portland,
151.8029267,56.95833333,9/5/17,Unhealthy,Bend,
118.2170398,42.4625,9/5/17,USG,La Grande,
297.3626374,247.8333333,9/5/17,Very Unhealthy,Medford,
154.926183,63.02,9/5/17,Unhealthy,Portland,
183.9071153,119.2666667,9/4/17,Unhealthy,Bend,
82.56730769,27.175,9/4/17,Moderate,La Grande,
197.1446723,144.9583333,9/4/17,Unhealthy,Medford,
57.92770655,15.40833333,9/4/17,Moderate,Portland,
231.4368132,181.175,9/3/17,Very Unhealthy,Bend,
54.47606838,13.76,9/3/17,Moderate,La Grande,
248.6167582,198.5458333,9/3/17,Very Unhealthy,Medford,
59.69017094,16.25,9/3/17,Moderate,Portland,
161.7085524,76.18333333,9/2/17,Unhealthy,Bend,
36.21770833,8.69225,9/2/17,Good,La Grande,
199.8990974,150.3041667,9/2/17,Unhealthy,Medford,
16.96180556,4.070833333,9/2/17,Good,Portland,
88.52653134,30.02083333,9/1/17,Moderate,Bend,
26.91354167,6.45925,9/1/17,Good,La Grande,
165.7747108,84.075,9/1/17,Unhealthy,Medford,
18.125,4.35,9/1/17,Good,Portland,
163.3509026,79.37083333,8/31/17,Unhealthy,Bend,
18.54583333,4.451,8/31/17,Good,La Grande,
140.4214345,51.57083333,8/31/17,USG,Medford,
11.23263889,2.695833333,8/31/17,Good,Portland,
216.2596154,165.8291667,8/30/17,Very Unhealthy,Bend,
70.84185897,21.5755,8/30/17,Moderate,La Grande,
161.6505871,76.07083333,8/30/17,Unhealthy,Medford,
15.53819444,3.729166667,8/30/17,Good,Portland,
194.4062086,139.6434783,8/29/17,Unhealthy,Bend,
63.0536859,17.85625,8/29/17,Moderate,La Grande,
179.5382492,110.7875,8/29/17,Unhealthy,Medford,
96.18342624,33.6773913,8/29/17,Moderate,Portland,
133.6260365,48.78333333,8/28/17,USG,Bend,
65.36129274,18.95825,8/28/17,Moderate,La Grande,
182.8658868,117.2458333,8/28/17,Unhealthy,Medford,
75.02884615,23.575,8/28/17,Moderate,Portland,
76.11948006,24.09583333,8/27/17,Moderate,Bend,
58.3625641,15.616,8/27/17,Moderate,La Grande,
161.3693481,75.525,8/27/17,Unhealthy,Medford,
51.5147792,12.34583333,8/27/17,Moderate,Portland,
65.77259259,19.15466667,8/26/17,Moderate,Bend,
53.17044872,13.1365,8/26/17,Moderate,La Grande,
139.6799337,51.26666667,8/26/17,USG,Medford,
15.88541667,3.8125,8/26/17,Good,Portland,
68.41384615,20.416,8/25/17,Moderate,Bend,
39.23854167,9.41725,8/25/17,Good,La Grande,
97.79255698,34.44583333,8/25/17,Moderate,Medford,
15.55555556,3.733333333,8/25/17,Good,Portland,
118.7452322,42.67916667,8/24/17,USG,Bend,
59.74409188,16.27575,8/24/17,Moderate,La Grande,
76.90473647,24.47083333,8/24/17,Moderate,Medford,
11.44097222,2.745833333,8/24/17,Good,Portland,
163.6364353,79.925,8/23/17,Unhealthy,Bend,
74.37446581,23.2625,8/23/17,Moderate,La Grande,
160.9980341,74.80434783,8/23/17,Unhealthy,Medford,
14.20138889,3.408333333,8/23/17,Good,Portland,
129.1465589,46.94583333,8/22/17,USG,Bend,
43.67916667,10.483,8/22/17,Good,La Grande,
167.636041,87.6875,8/22/17,Unhealthy,Medford,
27.25694444,6.541666667,8/22/17,Good,Portland,
42.68611111,10.24466667,8/21/17,Good,Bend,
22.71458333,5.4515,8/21/17,Good,La Grande,
137.8820481,50.52916667,8/21/17,USG,Medford,
18.07291667,4.3375,8/21/17,Good,Portland,
58.78555556,15.818,8/20/17,Moderate,Bend,
18.57604167,4.45825,8/20/17,Good,La Grande,
135.7591211,49.65833333,8/20/17,USG,Medford,
16.25,3.9,8/20/17,Good,Portland,
69.87232906,21.1125,8/19/17,Moderate,Bend,
12.50416667,3.001,8/19/17,Good,La Grande,
85.9002849,28.76666667,8/19/17,Moderate,Medford,
14.73958333,3.5375,8/19/17,Good,Portland,
93.6917735,32.4875,8/18/17,Moderate,Bend,
16.46145833,3.95075,8/18/17,Good,La Grande,
80.69141738,26.27916667,8/18/17,Moderate,Medford,
10.9375,2.625,8/18/17,Good,Portland,
71.3468661,21.81666667,8/17/17,Moderate,Bend,
12.23229167,2.93575,8/17/17,Good,La Grande,
58.58400641,15.72175,8/17/17,Moderate,Medford,
10.98484848,2.636363636,8/17/17,Good,Portland,
57.34207977,15.12866667,8/16/17,Moderate,Bend,
22.29166667,5.35,8/16/17,Good,La Grande,
72.69583798,22.46086957,8/16/17,Moderate,Medford,
16.32246377,3.917391304,8/16/17,Good,Portland,
37.30833333,8.954,8/15/17,Good,Bend,
22.80520833,5.47325,8/15/17,Good,La Grande,
61.30029558,17.01891667,8/15/17,Moderate,Medford,
24.56597222,5.895833333,8/15/17,Good,Portland,
60.47472934,16.62466667,8/14/17,Moderate,Bend,
14.01458333,3.3635,8/14/17,Good,La Grande,
63.41647436,18.0295,8/14/17,Moderate,Medford,
22.01388889,5.283333333,8/14/17,Good,Portland,
82.75925926,27.26666667,8/13/17,Moderate,Bend,
39.84270833,9.56225,8/13/17,Good,La Grande,
17.74340278,4.258416667,8/13/17,Good,Medford,
11.11111111,2.666666667,8/13/17,Good,Portland,
117.0590796,41.9875,8/12/17,USG,Bend,
69.16559829,20.775,8/12/17,Moderate,La Grande,
69.85976496,21.1065,8/12/17,Moderate,Medford,
31.84027778,7.641666667,8/12/17,Good,Portland,
63.54595442,18.09133333,8/11/17,Moderate,Bend,
94.52938034,32.8875,8/11/17,Moderate,La Grande,
64.01658476,18.31608333,8/11/17,Moderate,Medford,
64.09807692,18.355,8/11/17,Moderate,Portland,
81.65117521,26.7375,8/10/17,Moderate,Bend,
108.4454809,38.45416667,8/10/17,USG,La Grande,
74.6798433,23.40833333,8/10/17,Moderate,Medford,
85.20349313,28.43391304,8/10/17,Moderate,Portland,
81.64245014,26.73333333,8/9/17,Moderate,Bend,
93.67432336,32.47916667,8/9/17,Moderate,La Grande,
95.5206243,33.36086957,8/9/17,Moderate,Medford,
91.29935897,31.345,8/9/17,Moderate,Portland,
75.54362536,23.82083333,8/8/17,Moderate,Bend,
81.52902422,26.67916667,8/8/17,Moderate,La Grande,
68.87767094,20.6375,8/8/17,Moderate,Medford,
96.66004274,33.905,8/8/17,Moderate,Portland,
75.78792735,23.9375,8/7/17,Moderate,Bend,
85.34188034,28.5,8/7/17,Moderate,La Grande,
54.50957265,13.776,8/7/17,Moderate,Medford,
71.73076923,22,8/7/17,Moderate,Portland,
63.33096866,17.98866667,8/6/17,Moderate,Bend,
111.0051824,39.50416667,8/6/17,USG,La Grande,
32.19826389,7.727583333,8/6/17,Good,Medford,
61.19960826,16.97083333,8/6/17,Moderate,Portland,
44.24444444,10.61866667,8/5/17,Good,Bend,
114.4384328,40.9125,8/5/17,USG,La Grande,
31.12986111,7.471166667,8/5/17,Good,Medford,
38.14236111,9.154166667,8/5/17,Good,Portland,
79.00747863,25.475,8/4/17,Moderate,Bend,
91.33600427,31.3625,8/4/17,Moderate,La Grande,
88.48290598,30,8/4/17,Moderate,Medford,
106.119403,37.5,8/4/17,USG,Portland,
93.47364672,32.38333333,8/3/17,Moderate,Bend,
97.58315527,34.34583333,8/3/17,Moderate,La Grande,
83.44853989,27.59583333,8/3/17,Moderate,Medford,
155.2662461,63.68,8/3/17,Unhealthy,Portland,
71.37757835,21.83133333,8/2/17,Moderate,Bend,
67.76086182,20.10416667,8/2/17,Moderate,La Grande,
64.23218506,18.41904348,8/2/17,Moderate,Medford,
120.8072139,43.525,8/2/17,USG,Portland,
19.76944444,4.744666667,8/1/17,Good,Bend,
23.5,5.64,8/1/17,Good,La Grande,
56.65733618,14.80166667,8/1/17,Moderate,Medford,
55.20548433,14.10833333,8/1/17,Moderate,Portland,
19.00555556,4.561333333,7/31/17,Good,Bend,
17.94166667,4.306,7/31/17,Good,La Grande,
34.775,8.346,7/31/17,Good,Medford,
15.13888889,3.633333333,7/31/17,Good,Portland,
14.48333333,3.476,7/30/17,Good,Bend,
16.21979167,3.89275,7/30/17,Good,La Grande,
26.10208333,6.2645,7/30/17,Good,Medford,
9.045138889,2.170833333,7/30/17,Good,Portland,
18.21111111,4.370666667,7/29/17,Good,Bend,
23.10729167,5.54575,7/29/17,Good,La Grande,
17.93194444,4.303666667,7/29/17,Good,Medford,
11.90972222,2.858333333,7/29/17,Good,Portland,
20.80833333,4.994,7/28/17,Good,Bend,
16.159375,3.87825,7/28/17,Good,La Grande,
16.23506944,3.896416667,7/28/17,Good,Medford,
16.19791667,3.8875,7/28/17,Good,Portland,
16.86666667,4.048,7/27/17,Good,Bend,
19.059375,4.57425,7/27/17,Good,La Grande,
22.07986111,5.299166667,7/27/17,Good,Medford,
12.69097222,3.045833333,7/27/17,Good,Portland,
25.51388889,6.123333333,7/26/17,Good,Bend,
25.0865942,6.020782609,7/26/17,Good,La Grande,
25.09652778,6.023166667,7/26/17,Good,Medford,
13.125,3.15,7/26/17,Good,Portland,
20.31944444,4.876666667,7/25/17,Good,Bend,
21.17395833,5.08175,7/25/17,Good,La Grande,
20.25729167,4.86175,7/25/17,Good,Medford,
23.71527778,5.691666667,7/25/17,Good,Portland,
14.48333333,3.476,7/24/17,Good,Bend,
18.425,4.422,7/24/17,Good,La Grande,
18.18333333,4.364,7/24/17,Good,Medford,
20.13888889,4.833333333,7/24/17,Good,Portland,
13.90277778,3.336666667,7/23/17,Good,Bend,
23.80208333,5.7125,7/23/17,Good,La Grande,
14.66388889,3.519333333,7/23/17,Good,Medford,
17.30902778,4.154166667,7/23/17,Good,Portland,
15.24722222,3.659333333,7/22/17,Good,Bend,
25.61458333,6.1475,7/22/17,Good,La Grande,
14.85243056,3.564583333,7/22/17,Good,Medford,
11.07638889,2.658333333,7/22/17,Good,Portland,
14.575,3.498,7/21/17,Good,Bend,
15.58541667,3.7405,7/21/17,Good,La Grande,
15.04097222,3.609833333,7/21/17,Good,Medford,
15.64236111,3.754166667,7/21/17,Good,Portland,
13.44444444,3.226666667,7/20/17,Good,Bend,
19.41268116,4.659043478,7/20/17,Good,La Grande,
13.46979167,3.23275,7/20/17,Good,Medford,
12.20486111,2.929166667,7/20/17,Good,Portland,
22.06111111,5.294666667,7/19/17,Good,Bend,
24.678125,5.92275,7/19/17,Good,La Grande,
16.98923611,4.077416667,7/19/17,Good,Medford,
16.26736111,3.904166667,7/19/17,Good,Portland,
17.26388889,4.143333333,7/18/17,Good,Bend,
25.37291667,6.0895,7/18/17,Good,La Grande,
15.41805556,3.700333333,7/18/17,Good,Medford,
16.18055556,3.883333333,7/18/17,Good,Portland,
12.68055556,3.043333333,7/17/17,Good,Bend,
18.21354167,4.37125,7/17/17,Good,La Grande,
13.21840278,3.172416667,7/17/17,Good,Medford,
13.10763889,3.145833333,7/17/17,Good,Portland,
17.44722222,4.187333333,7/16/17,Good,Bend,
15.37395833,3.68975,7/16/17,Good,La Grande,
17.30347222,4.152833333,7/16/17,Good,Medford,
11.54513889,2.770833333,7/16/17,Good,Portland,
21.66388889,5.199333333,7/15/17,Good,Bend,
22.775,5.466,7/15/17,Good,La Grande,
20.25729167,4.86175,7/15/17,Good,Medford,
13.68055556,3.283333333,7/15/17,Good,Portland,
21.57222222,5.177333333,7/14/17,Good,Bend,
26.91354167,6.45925,7/14/17,Good,La Grande,
19.88020833,4.77125,7/14/17,Good,Medford,
13.59375,3.2625,7/14/17,Good,Portland,
19.03611111,4.568666667,7/13/17,Good,Bend,
19.48229167,4.67575,7/13/17,Good,La Grande,
15.79513889,3.790833333,7/13/17,Good,Medford,
14.53125,3.4875,7/13/17,Good,Portland,
15.55277778,3.732666667,7/12/17,Good,Bend,
15.70625,3.7695,7/12/17,Good,La Grande,
12.01884058,2.884521739,7/12/17,Good,Medford,
13.80681818,3.313636364,7/12/17,Good,Portland,
11.275,2.706,7/11/17,Good,Bend,
10.48020833,2.51525,7/11/17,Good,La Grande,
9.447569444,2.267416667,7/11/17,Good,Medford,
13.83680556,3.320833333,7/11/17,Good,Portland,
9.838888889,2.361333333,7/10/17,Good,Bend,
12.56458333,3.0155,7/10/17,Good,La Grande,
7.059375,1.69425,7/10/17,Good,Medford,
11.23263889,2.695833333,7/10/17,Good,Portland,
15.24722222,3.659333333,7/9/17,Good,Bend,
19.421875,4.66125,7/9/17,Good,La Grande,
13.846875,3.32325,7/9/17,Good,Medford,
9.826388889,2.358333333,7/9/17,Good,Portland,
17.38611111,4.172666667,7/8/17,Good,Bend,
16.06875,3.8565,7/8/17,Good,La Grande,
18.24618056,4.379083333,7/8/17,Good,Medford,
22.44791667,5.3875,7/8/17,Good,Portland,
16.40833333,3.938,7/7/17,Good,Bend,
27.125,6.51,7/7/17,Good,La Grande,
13.53263889,3.247833333,7/7/17,Good,Medford,
21.77083333,5.225,7/7/17,Good,Portland,
22.825,5.478,7/6/17,Good,Bend,
24.73854167,5.93725,7/6/17,Good,La Grande,
14.78958333,3.5495,7/6/17,Good,Medford,
25.15625,6.0375,7/6/17,Good,Portland,
21.08333333,5.06,7/5/17,Good,Bend,
23.28854167,5.58925,7/5/17,Good,La Grande,
26.22777778,6.294666667,7/5/17,Good,Medford,
36.19791667,8.6875,7/5/17,Good,Portland,
30.61666667,7.348,7/4/17,Good,Bend,
26.58125,6.3795,7/4/17,Good,La Grande,
47.784375,11.46825,7/4/17,Good,Medford,
26.37152778,6.329166667,7/4/17,Good,Portland,
14.45277778,3.468666667,7/3/17,Good,Bend,
16.975,4.074,7/3/17,Good,La Grande,
14.53819444,3.489166667,7/3/17,Good,Medford,
12.76041667,3.0625,7/3/17,Good,Portland,
14.63611111,3.512666667,7/2/17,Good,Bend,
20.93229167,5.02375,7/2/17,Good,La Grande,
15.22951389,3.655083333,7/2/17,Good,Medford,
16.04166667,3.85,7/2/17,Good,Portland,
25.66666667,6.16,7/1/17,Good,Bend,
23.92291667,5.7415,7/1/17,Good,La Grande,
15.79513889,3.790833333,7/1/17,Good,Medford,
19.61805556,4.708333333,7/1/17,Good,Portland,
24.65833333,5.918,9/30/16,Good,Bend,
29.72291667,7.1335,9/30/16,Good,La Grande,
28.75,6.9,9/30/16,good,Medford,
34.16666667,8.2,9/30/16,Good,Portland,
19.03611111,4.568666667,9/29/16,Good,Bend,
24.95,5.988,9/29/16,Good,La Grande,
16.80685764,4.033645833,9/29/16,good,Medford,
31.63194444,7.591666667,9/29/16,Good,Portland,
15.27777778,3.666666667,9/28/16,Good,Bend,
21.43007246,5.143217391,9/28/16,Good,La Grande,
15.77274306,3.785458333,9/28/16,good,Medford,
19.51388889,4.683333333,9/28/16,Good,Portland,
18.18055556,4.363333333,9/27/16,Good,Bend,
18.153125,4.35675,9/27/16,Good,La Grande,
29.16666667,7,9/27/16,good,Medford,
10,2.4,9/27/16,Good,Portland,
11.30555556,2.713333333,9/26/16,Good,Bend,
16.03854167,3.84925,9/26/16,Good,La Grande,
15.58472222,3.740333333,9/26/16,good,Medford,
20.60763889,4.945833333,9/26/16,Good,Portland,
14.54444444,3.490666667,9/25/16,Good,Bend,
18.515625,4.44375,9/25/16,Good,La Grande,
14.51927083,3.484625,9/25/16,good,Medford,
40.24305556,9.658333333,9/25/16,Good,Portland,
16.04166667,3.85,9/24/16,Good,Bend,
11.29583333,2.711,9/24/16,Good,La Grande,
15,3.6,9/24/16,good,Medford,
